Країна,Розділ,Розділ (скор.),Рік,Експорт (тис. дол. США)
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2016,103.3
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2017,175.2
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2018,83.60000000000001
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2019,101.0
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2020,167.3
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2021,156.0
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2022,9.1
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2023,6.8
Північна Македонія,Розділ V Мінеральні продукти,V. Мінеральні продукти,2024,26.599999999999998
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2016,19.5
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2017,56.0
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2018,26.0
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2019,97.9
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2020,25.700000000000003
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2021,147.0
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2022,119.4
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2023,7.2
Північна Македонія,Розділ VІ Продукція хімічної та пов'язаних з нею галузей промисловості,VI. Хімічна продукція,2024,132.3
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2016,164.3
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2017,949.0
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2018,726.2
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2019,1342.7
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2020,1150.2
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2021,3340.0
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2022,1023.9
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2023,260.0
Північна Македонія,"Розділ VІІ Полімерні матеріали, пластмаси та вироби з них; каучук, гума та вироби з них","VII. Пластмаси, каучук",2024,192.4
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2016,0.0
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2017,0.0
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2018,0.0
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2019,1.0
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2020,0.0
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2021,3.9
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2022,0.0
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2023,0.0
Північна Македонія,"Розділ VІІІ Шкури необроблені, шкіра вичинена, натуральне та штучне хутро та вироби з них; шорно-сідельні вироби та упряж; дорожні речі, сумки та аналогічні товари; вироби з кишок тварин","VIII. Шкури, хутро, шкіряні вироби",2024,0.0
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2016,640.4000000000001
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2017,1766.6000000000001
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2018,1658.4
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2019,391.8
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2020,635.3000000000001
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2021,1528.8
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2022,749.7
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2023,420.7
Північна Македонія,"Розділ X Маса з деревини або з інших волокнистих целюлозних матеріалів; папір або картон, одержані з відходів та макулатури; папір, картон та вироби з них","X. Целюлоза, папір, картон",2024,424.29999999999995
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2016,19514.0
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2017,19772.0
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2018,6808.599999999999
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2019,34105.899999999994
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2020,71122.0
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2021,104075.1
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2022,45315.8
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2023,21852.0
Північна Македонія,Розділ XV Недорогоцінні метали та вироби з них,XV. Недорогоцінні метали,2024,12469.3
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2016,1054.7
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2017,1933.9
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2018,770.0
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2019,1032.6
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2020,754.4000000000001
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2021,1122.9
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2022,4478.8
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2023,1128.4
Північна Македонія,"Розділ XVІ Машини, обладнання та механізми; електротехнічне обладнання; їх частини; звукозаписувальна та звуковідтворювальна апаратура, апаратура для запису або відтворення телевізійного зображення і звуку, їх частини та приладдя",XVI. Машини та обладнання,2024,488.9
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2016,20.1
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2017,47.8
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2018,25.7
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2019,21.2
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2020,51.0
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2021,223.9
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2022,44.0
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2023,128.4
Північна Македонія,"Розділ XVІІ Засоби наземного транспорту, літальні апарати, плавучі засоби і пов'язані з транспортом пристрої та обладнання",XVII. Транспортні засоби,2024,0.2
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2016,196.6
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2017,116.6
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2018,474.5
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2019,26.7
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2020,6.2
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2021,12.1
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2022,457.7
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2023,5.5
Північна Македонія,"Розділ XVІІІ Прилади та апарати оптичні, фотографічні, кінематографічні, контрольні, вимірювальні, прецизійні, медичні або хірургічні; годинники всіх видів; музичні інструменти; їх частини та приладдя","XVIII. Оптичні, медичні прилади",2024,18.2
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2016,46.9
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2017,98.6
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2018,196.0
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2019,262.9
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2020,223.8
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2021,416.9
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2022,220.0
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2023,148.29999999999998
Північна Македонія,Розділ XX Різні промислові товари,XX. Різні промислові товари,2024,249.10000000000002
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2016,33.5
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2017,127.9
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2018,1.7
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2019,6.800000000000001
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2020,5.5
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2021,16.6
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2022,3.6
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2023,2.2
Північна Македонія,Розділ XІ Текстильні матеріали та текстильні вироби,XI. Текстиль та текстильні вироби,2024,11.0
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2016,0.0
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2017,94.3
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2018,37.3
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2019,0.0
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2020,0.0
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2021,0.0
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2022,0.0
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2023,0.0
Північна Македонія,"Розділ XІV Перли природні або культивовані, дорогоцінне або напівдорогоцінне каміння, дорогоцінні метали, метали, плаковані дорогоцінними металами, та вироби з них; біжутерія; монети",XIV. Дорогоцінне каміння та метали,2024,0.0
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2016,0.0
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2017,0.0
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2018,7.0
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2019,0.0
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2020,21.0
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2021,65.5
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2022,69.1
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2023,0.0
Північна Македонія,"Розділ XІІ Взуття, головні убори, парасольки від дощу та сонця, палиці, стеки, батоги та їх частини; пір'я оброблене і вироби з нього; штучні квіти; вироби з волосся людини","XII. Взуття, головні убори",2024,34.2
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2016,379.1
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2017,612.9
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2018,791.1
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2019,925.5
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2020,1284.3
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2021,1194.5
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2022,522.1
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2023,1730.3
Північна Македонія,"Розділ XІІІ Вироби з каменю, гіпсу, цементу, азбесту, слюди або аналогічних матеріалів; керамічні вироби; скло та вироби із скла","XIII. Вироби з каменю, кераміка, скло",2024,1476.1000000000001
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2016,1331.6
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2017,1953.6
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2018,281.2
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2019,2427.2
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2020,564.7
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2021,0.0
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2022,3553.1
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2023,5640.0
Північна Македонія,Розділ І Живі тварини; продукти тваринного походження,I. Живі тварини та продукти тваринного походження,2024,1936.5
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2016,1084.0
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2017,617.1
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2018,554.0
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2019,2365.8999999999996
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2020,2189.2
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2021,2764.3
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2022,1387.4
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2023,2347.8
Північна Македонія,Розділ ІV Готові харчові продукти; алкогольні та безалкогольні напої і оцет; тютюн та його замінники,"IV. Харчові продукти, напої, тютюн",2024,18026.1
